,Code,Elevation,Latitude,Longitude,Name,Time,Time Range,Unnamed: 0
583,SWE00140248,327.0,64.08,18.37,FREDRIKA_A,55 years,1966-2021,1420.0
584,SWE00140250,327.0,64.08,18.42,FREDRIKA,53 years,1961-2014,1421.0
585,SWE00140252,241.0,64.09,16.2397,HOTING_A,52 years,1969-2021,1422.0
586,SWE00140256,240.0,64.12,16.21,HOTING,65 years,1949-2014,1423.0
587,SWE00140260,237.0,64.2,19.72,VINDELN_SUNNANSJONAS,60 years,1961-2021,1424.0
588,SWE00140262,310.0,64.16,17.37,ASELE,70 years,1951-2021,1425.0
589,SWE00140264,307.0,64.17,17.32,ASELE_A,60 years,1961-2021,1426.0
590,SWE00140286,237.0,64.27,19.63,HALLNAS_LUND,60 years,1951-2011,1428.0
591,SWE00140352,210.0,64.55,18.72,LYCKSELE_A,60 years,1961-2021,1436.0
592,SWE00140360,234.0,64.58,18.65,LYCKSELE,52 years,1962-2014,1440.0
593,SWE00140366,48.0,64.62,21.07,SKELLEFTEA_FLYGPLATS,51 years,1970-2021,1441.0
594,SWE00140374,345.0,64.64,16.41,LAXBACKEN,72 years,1945-2017,1442.0
595,SWE00140390,360.0,64.73,13.96,JORMLIEN,54 years,1967-2021,1443.0
596,SWE00140434,296.0,64.95,19.48,STORLIDEN,68 years,1946-2014,1449.0
597,SWE00140448,4.0,65.03,21.57,RONNSKAR,53 years,1961-2014,1451.0
598,SWE00140450,4.0,65.04,21.57,RONNSKAR,63 years,1951-2014,1452.0
599,SWE00140462,420.0,65.0997,16.69,LANGVATTNET,69 years,1930-1999,1455.0
600,SWE00140474,320.0,65.19,18.75,MALA,60 years,1961-2021,1457.0
601,SWE00140482,525.0,65.2397,15.99,DIKANAS,54 years,1957-2011,1459.0
602,SWE00140494,395.0,65.28,19.67,GLOMMERSTRASK,54 years,1967-2021,1462.0
603,SWE00140502,1.0,65.31,22.37,RODKALLEN_A,60 years,1961-2021,1464.0
604,SWE00140550,360.0,65.54,17.55,SORSELE,52 years,1969-2021,1468.0
605,SWE00140554,17.0,65.5431,22.1192,LULEA_FLYGPLATS,70 years,1951-2021,1470.0
606,SWE00140560,12.0,65.58,22.11,LULEA_BERGNASET,91 years,1930-2021,1472.0
607,SWE00140568,5.0,65.62,22.13,LULEA,84 years,1930-2014,1474.0
608,SWE00140580,40.0,65.67,21.07,ALVSBYN_A,52 years,1969-2021,1475.0
609,SWE00140594,450.0,65.72,15.25,TARNABY,97 years,1917-2014,1479.0
610,SWE00140618,25.0,65.8197,21.64,BODEN,59 years,1962-2021,1481.0
611,SWE00140622,16.0,65.8197,24.12,HAPARANDA_A,52 years,1969-2021,1483.0
612,SWE00140634,180.0,65.8797,20.13,VIDSEL,56 years,1965-2021,1486.0
613,SWE00140670,431.0,66.0522,17.8431,ARJEPLOG_A,70 years,1951-2021,1492.0
614,SWE00140694,61.0,66.34,22.8,OVERKALIX_SVARTBYN,52 years,1962-2014,1494.0
615,SWE00140712,70.0,66.3797,23.65,OVERTORNEA,66 years,1955-2021,1496.0
616,SWE00140714,430.0,66.3797,17.0,JACKVIK,76 years,1945-2021,1497.0
617,SWE00140720,261.0,66.39,21.61,PALKEM,52 years,1961-2013,1499.0
618,SWE00140772,327.0,66.75,20.93,NATTAVAARA_A,60 years,1961-2021,1506.0
619,SWE00140774,350.0,66.76,21.05,NATTAVAARA_BY,52 years,1962-2014,1507.0
620,SWE00140800,320.0,66.89,18.02,KVIKKJOKK_ARRENJARKA,60 years,1961-2021,1510.0
621,SWE00140836,400.0,67.17,20.67,MALMBERGET,77 years,1944-2021,1516.0
622,SWE00140886,250.0,67.68,21.63,VITTANGI,60 years,1961-2021,1524.0
623,SWE00140898,315.0,67.76,22.35,LAINIO,60 years,1961-2021,1527.0
624,SWE00140904,459.0,67.83,20.34,KIRUNA_FLYGPLATS,64 years,1957-2021,1528.0
625,SWE00140906,470.0,67.8497,19.02,NIKKALUOKTA,53 years,1961-2014,1529.0
626,SWE00140910,466.0,67.8497,19.03,NIKKALUOKTA_A,56 years,1965-2021,1530.0
627,SWE00140916,240.0,67.94,23.44,MUODOSLOMPOLO,55 years,1959-2014,1533.0
628,SWE00140944,388.0,68.36,18.82,ABISKO,55 years,1966-2021,1538.0
629,SWE00140958,330.0,68.44,22.45,KARESUANDO_A,60 years,1961-2021,1540.0
630,SWE00140960,403.0,68.68,21.53,NAIMAKKA,60 years,1961-2021,1541.0
631,UK000003005,82.0,60.1331,-1.1831,LERWICK,92 years,1929-2021,1547.0
632,USC00500230,121.9,66.5653,-152.6425,ALLAKAKET,75 years,1907-1982,1549.0
633,USC00500243,82.9,60.9583,-149.1108,ALYESKA,58 years,1963-2021,1551.0
634,USC00500272,35.7,61.1747,-149.905,ANCHORAGE_ARCTICINT,74 years,1941-2015,1554.0
635,USC00500707,38.7,61.5633,-149.1542,BENS_FARM,52 years,1969-2021,1561.0
636,USC00501684,548.6,64.0917,-141.9211,CHICKEN,68 years,1953-2021,1574.0
637,USC00501824,196.0,61.5222,-144.4408,CHITINA,95 years,1917-2012,1575.0
638,USC00501987,262.1,65.4939,-144.6422,CIRCLE_HOT_SPRINGS,86 years,1935-2021,1577.0
639,USC00502107,182.0,64.8603,-147.8483,COLLEGE_OBSY,73 years,1948-2021,1580.0
640,USC00502156,304.8,61.9667,-145.3167,COPPER_CTR,80 years,1902-1982,1585.0
641,USC00502173,7.6,60.5561,-145.7531,CORDOVA_NORTH,64 years,1955-2019,1586.0
642,USC00502707,166.7,64.6667,-147.1,EIELSON_FLD,65 years,1946-2011,1595.0
643,USC00502965,130.1,64.8172,-147.8739,FAIRBANKS_AP_2,90 years,1929-2019,1603.0
644,USC00503165,133.5,66.5664,-145.2655,FORT_YUKON_2,96 years,1917-2013,1610.0
645,USC00503275,288.0,64.9767,-147.5211,GILMORE_CREEK,58 years,1963-2021,1614.0
646,USC00503304,421.5,62.1086,-145.5328,GLENNALLEN_KCAM,55 years,1966-2021,1616.0
647,USC00503655,6.1,62.1833,-159.7667,HOLY_CROSS,81 years,1893-1974,1619.0
648,USC00504425,21.3,60.3667,-151.3833,KASILOF_3_NW,72 years,1925-1997,1623.0
649,USC00505534,197.8,65.5225,-148.5497,LIVENGOOD_DOT,73 years,1933-2006,1635.0
650,USC00505778,630.9,63.7175,-148.9692,MCKINLEY_PARK,98 years,1923-2021,1643.0
651,USC00505881,312.4,63.9033,-152.2817,MINCHUMINA,76 years,1945-2021,1645.0
652,USC00505894,150.0,60.5028,-149.4261,MOOSE_PASS_3_NW,80 years,1941-2021,1647.0
653,USC00506581,144.8,64.7581,-147.3253,NORTH_POLE,53 years,1968-2021,1649.0
654,USC00506870,65.8,61.5889,-149.0992,PALMER_JOB_CORPS,73 years,1948-2021,1654.0
655,USC00507095,822.0,63.05,-145.45,PAXSON,54 years,1914-1968,1656.0
656,USC00507442,0.0,69.75,-163.05,POINT_LAY,64 years,1941-2005,1660.0
657,USC00507570,79.2,60.2036,-154.3164,PORT_ALSWORTH,61 years,1960-2021,1663.0
658,USC00507783,566.3,62.0911,-152.735,PUNTILLA,79 years,1942-2021,1667.0
659,USC00507977,271.0,64.2833,-146.3333,RICHARDSON,54 years,1917-1971,1669.0
660,USC00508054,15.2,61.7833,-161.3167,RUSSIAN_MISSION,59 years,1928-1987,1670.0
661,USC00508140,207.3,64.4942,-146.9767,SALCHA,91 years,1919-2010,1673.0
662,USC00508239,16.2,63.6936,-170.4808,SAVOONGA,76 years,1929-2005,1674.0
663,USC00508437,3.0,66.25,-166.0667,SHISHMAREF,86 years,1919-2005,1677.0
664,USC00508666,481.6,61.1,-155.55,SPARREVOHN,52 years,1953-2005,1684.0
665,USC00509313,495.3,63.3336,-143.0372,TOK,63 years,1954-2017,1690.0
666,USC00509759,15.2,61.5333,-149.4333,WASILLA_3_S,55 years,1944-1999,1697.0
667,USC00509798,6.1,64.6833,-163.4,WHITE_MTN,68 years,1922-1990,1701.0
668,USC00509829,18.3,60.7764,-148.6858,WHITTIER,69 years,1942-2011,1702.0
669,USR0000AFAI,138.4,64.8367,-147.615,FAIRBANKS_ALASKA,90 years,1931-2021,1722.0
670,USW00026411,131.7,64.8039,-147.8761,FAIRBANKS_INTL_AP,99 years,1922-2021,1782.0
671,USW00026412,522.1,62.9614,-141.9292,NORTHWAY_AP,79 years,1942-2021,1783.0
672,USW00026413,132.0,66.5706,-145.2342,FT_YUKON,91 years,1899-1990,1784.0
673,USW00026414,734.9,63.3333,-149.1333,SUMMIT_WSO_AP,71 years,1905-1976,1785.0
674,USW00026440,469.7,63.3783,-143.3483,TANACROSS,97 years,1904-2001,1792.0
675,USW00026445,8.2,60.0833,-142.5,YAKATAGA_AP,61 years,1943-2004,1794.0
676,USW00026508,81.1,69.3694,-152.14,UMIAT,56 years,1945-2001,1801.0
677,USW00026510,101.5,62.9575,-155.6103,MCGRATH_AP,80 years,1941-2021,1802.0
678,USW00026514,45.7,61.9772,-151.2169,SKWENTNA,77 years,1939-2016,1803.0
679,USW00026516,26.2,61.5833,-159.5333,ANIAK_AP,92 years,1921-2013,1804.0
680,USW00026533,195.7,66.9161,-151.5089,BETTLES_AP,76 years,1945-2021,1809.0
681,USW00026535,388.9,66.0,-153.7,INDIAN_MTN_AFS,51 years,1953-2004,1810.0
682,USW00026536,293.8,62.9,-155.9667,TATALINA,52 years,1953-2005,1811.0
683,USW00026615,31.1,60.785,-161.8292,BETHEL_AP,98 years,1923-2021,1814.0
684,USW00026618,7.6,65.6239,-168.0992,WALES,70 years,1925-1995,1817.0
685,USW00026627,5.5,63.8833,-160.8,UNALAKLEET_FLD,72 years,1941-2013,1819.0
686,USW00026631,15.8,68.8667,-166.1333,CAPE_LISBURNE_AFS,51 years,1954-2005,1820.0
687,USW00026633,123.1,61.7833,-166.0333,CAPE_ROMANZOF_AFS,51 years,1954-2005,1822.0
688,USW00026634,82.0,65.5667,-167.9167,TIN_CITY,51 years,1954-2005,1823.0
689,USW00026703,8.2,63.7833,-171.75,GAMBELL,77 years,1936-2013,1827.0
690,USW00027401,11.9,70.1333,-143.6333,BARTER_ISLAND_WSO_AP,74 years,1947-2021,1828.0
691,USW00027503,9.1,70.6392,-159.995,WAINWRIGHT_AP,86 years,1935-2021,1831.0
